uniprot,predictor,n_res,rho,partial_rho_vs_norm
P39900,hydropathy_KD,470,0.2525287694208215,0.2522159051178578
P39900,charge,470,-0.019440554347787516,-0.018624427667204683
P39900,helix_propensity,470,-0.07613271373654074,-0.07568081845970454
P39900,sheet_propensity,470,0.1722718017611402,0.1720153343199665
Q2I2N4,esm2_norm,511,-0.10928731509727174,
Q2I2N4,rel_position,511,0.09867087674110739,0.13992041194939517
Q2I2N4,dist_to_terminus,511,0.11085117010172814,0.10592117160861789
Q2I2N4,hydropathy_KD,511,0.176029924825278,0.17620480312574088
Q2I2N4,charge,511,0.08506372104366186,0.07438456006381643
Q2I2N4,helix_propensity,511,0.0038931960795817763,0.016446914638597078
Q2I2N4,sheet_propensity,511,0.17990572085077966,0.17656132598542676
X5D761,esm2_norm,345,-0.2867876117056407,
X5D761,rel_position,345,0.19773461837437245,0.10253013377761469
X5D761,dist_to_terminus,345,0.2640248961530204,0.2190720106691862
X5D761,hydropathy_KD,345,0.23824375050109842,0.2506793071812522
X5D761,charge,345,-0.10167229355497552,-0.09371042051883427
X5D761,helix_propensity,345,0.053477193342950716,0.08553185176580165
X5D761,sheet_propensity,345,0.1548645753922435,0.1647597183104442
Q81EK9,esm2_norm,275,0.04640547012492427,
Q81EK9,rel_position,275,-0.15065289518478983,-0.14866330980118006
Q81EK9,dist_to_terminus,275,-0.20329676753878595,-0.20750857754600482
Q81EK9,hydropathy_KD,275,0.2580567892558357,0.26258776625181696
Q81EK9,charge,275,-0.13495805046467504,-0.13372760430580646
Q81EK9,helix_propensity,275,-0.02103641608165682,-0.022032061538584783
Q81EK9,sheet_propensity,275,0.08566481518117998,0.08505752573097528
Q8N1Q8,esm2_norm,247,0.1859067265088218,
Q8N1Q8,rel_position,247,-0.3683127506474228,-0.3273819536645881
Q8N1Q8,dist_to_terminus,247,0.2901556860107197,0.3616050390115041
Q8N1Q8,hydropathy_KD,247,0.27864632295398,0.3068158188292524
Q8N1Q8,charge,247,0.059061496914758725,0.06086799319882221
Q8N1Q8,helix_propensity,247,-0.08765014134997383,-0.09487713139534651
Q8N1Q8,sheet_propensity,247,0.23081356245005014,0.26094892469964986
Q59514,esm2_norm,313,-0.06669896514425522,
Q59514,rel_position,313,0.0711269611933009,0.06023485426530154
Q59514,dist_to_terminus,313,-0.06934097186531528,-0.09617957188491601
Q59514,hydropathy_KD,313,0.26892542320582363,0.2623543004868703
Q59514,charge,313,-0.046312186546716726,-0.049863502338032745
Q59514,helix_propensity,313,-0.007708106376003171,-0.005330855788290231
Q59514,sheet_propensity,313,0.22417747380622077,0.21901054195494385
C6W7B1,esm2_norm,382,-0.1351692940833423,
C6W7B1,rel_position,382,0.07054538158671002,0.04886693103205798
C6W7B1,dist_to_terminus,382,0.07420270237134301,0.04614698400806208
C6W7B1,hydropathy_KD,382,0.19283486789644072,0.1900090323916262
C6W7B1,charge,382,-0.0017197581159063677,0.002190103381832239
C6W7B1,helix_propensity,382,-0.03266925571106768,-0.02949746264698647
C6W7B1,sheet_propensity,382,0.16718750544738775,0.16320141765026372
Q9YGA8,esm2_norm,481,-0.31356020479464464,
Q9YGA8,rel_position,481,-0.17927672725390567,-0.2047981431013314
Q9YGA8,dist_to_terminus,481,-0.019764935376243187,0.024486144693390898
Q9YGA8,hydropathy_KD,481,0.3770703155240891,0.41207704659701855
Q9YGA8,charge,481,-0.00314568314325506,-0.03228721620687526
Q9YGA8,helix_propensity,481,-0.05052024429879486,-0.02957972433229007
Q9YGA8,sheet_propensity,481,0.3061100899765437,0.30261683658683075
P75144,esm2_norm,324,-0.2961301191641749,
P75144,rel_position,324,0.13069813800463956,0.0887015866880696
P75144,dist_to_terminus,324,0.36367767600790724,0.33579194592607176
P75144,hydropathy_KD,324,0.22268864539082994,0.22820187819284332
P75144,charge,324,-0.05274909625700432,-0.05501029848173183
P75144,helix_propensity,324,-0.026209508646863333,0.02620630966329234
P75144,sheet_propensity,324,0.26815701146267396,0.2930535394087101
Q7XJJ7,esm2_norm,607,-0.4293213598000743,
Q7XJJ7,rel_position,607,0.18180379719667966,0.0336113442600712
Q7XJJ7,dist_to_terminus,607,0.1415478239299889,-0.09781806379166783
Q7XJJ7,hydropathy_KD,607,0.27419102157132674,0.24865521889597753
Q7XJJ7,charge,607,0.0006227040003530315,-0.010835273068605475
Q7XJJ7,helix_propensity,607,-0.05105992098065581,-0.005597598628136123
Q7XJJ7,sheet_propensity,607,0.26696900259880263,0.2608922999628024
Q75UV1,esm2_norm,126,-0.19029321334833146,
Q75UV1,rel_position,126,0.01653093363329584,0.09549937914803439
Q75UV1,dist_to_terminus,126,0.05570230132851964,0.02013779233862578
Q75UV1,hydropathy_KD,126,0.30087344204151756,0.32800240828656907
Q75UV1,charge,126,0.04362725356714226,0.057890491027414843
Q75UV1,helix_propensity,126,-0.24142983102827936,-0.24214689781269025
Q75UV1,sheet_propensity,126,0.26502361726968315,0.28088975769548286
Q2QMN7,esm2_norm,484,-0.22467410752321715,
Q2QMN7,rel_position,484,-0.051579519457764025,-0.16800509167572317
Q2QMN7,dist_to_terminus,484,0.03017498155403112,-0.012495014615123312
Q2QMN7,hydropathy_KD,484,0.38061020096043696,0.3767635647241654
Q2QMN7,charge,484,-0.002265123901248574,-0.006505330534459768
Q2QMN7,helix_propensity,484,0.02186293661848112,0.03400579731268868
Q2QMN7,sheet_propensity,484,0.31010891964109083,0.30439019080930646
Q97VT7,esm2_norm,314,-0.19739486279035737,
Q97VT7,rel_position,314,-0.015623264832682626,-6.331807844424381e-05
Q97VT7,dist_to_terminus,314,-0.05072439402171607,-0.11113200809695743
Q97VT7,hydropathy_KD,314,0.3528449692354661,0.3495826644771735
Q97VT7,charge,314,-0.09066852235723871,-0.09976638691385446
Q97VT7,helix_propensity,314,-0.06250597166959332,-0.03395695590618038
Q97VT7,sheet_propensity,314,0.3337584298375419,0.32900653376061156
P48740,esm2_norm,699,0.27334688646502386,
P48740,rel_position,699,0.20897194225772506,0.19323376371152617
P48740,dist_to_terminus,699,0.034411149395132165,0.02355747619963435
P48740,hydropathy_KD,699,-0.03598749294947502,-0.03711144720149033
P48740,charge,699,0.08244561225348675,0.0919667345445313
P48740,helix_propensity,699,0.1786774860311031,0.13259227463294754
P48740,sheet_propensity,699,0.01920892171522569,0.018468016655813917
E2RV69,esm2_norm,298,-0.25744527495329944,
E2RV69,rel_position,298,0.11137638420976617,0.14312088372132012
E2RV69,dist_to_terminus,298,0.35455142076506463,0.3687548448624539
E2RV69,hydropathy_KD,298,0.3084564290570825,0.30324364565658524
E2RV69,charge,298,-0.006988711913706653,-0.013699585504579745
E2RV69,helix_propensity,298,0.09635368521359362,0.10903783191169097
E2RV69,sheet_propensity,298,0.3165386432485098,0.30885730224896607
Q81WT0,esm2_norm,226,-0.210853378035944,
Q81WT0,rel_position,226,0.07968136394942367,0.19774895010446905
Q81WT0,dist_to_terminus,226,0.07288402947676444,0.02404404056048216
Q81WT0,hydropathy_KD,226,0.47881024567554514,0.46713234655774516
Q81WT0,charge,226,-0.03161809843261765,-0.039561927483604764
Q81WT0,helix_propensity,226,-0.06776604074700872,-0.050260531034158125
Q81WT0,sheet_propensity,226,0.3571502375466942,0.35188184001534994
Q9CA40,esm2_norm,147,-0.33323636748294283,
Q9CA40,rel_position,147,-0.16958949444272342,-0.05045149740532043
Q9CA40,dist_to_terminus,147,0.13589630519714205,0.040082675618831366
Q9CA40,hydropathy_KD,147,0.31757059337727006,0.3350151738476824
Q9CA40,charge,147,0.14319145522233637,0.1414787364251381
Q9CA40,helix_propensity,147,-0.06609988176354965,-0.09566495074392756
Q9CA40,sheet_propensity,147,0.3605688650031948,0.36411568407516115
P22434,esm2_norm,369,-0.619266429738328,
P22434,rel_position,369,0.049189380260430106,-0.09822036568431895
P22434,dist_to_terminus,369,0.017418126269001997,0.011240589570777284
P22434,hydropathy_KD,369,0.3555760576162473,0.3470005293965177
P22434,charge,369,0.004925403079565483,-0.04259686299491059
P22434,helix_propensity,369,-0.0947930329516295,0.055648089576614865
P22434,sheet_propensity,369,0.32060424753910977,0.32218410205150055
P23141,esm2_norm,567,-0.06852007214073605,
P23141,rel_position,567,0.03988464223371902,0.04686766354068422
P23141,dist_to_terminus,567,0.006772079876574396,0.007951181907934464
P23141,hydropathy_KD,567,0.2279462318988045,0.22377177071293491
P23141,charge,567,-0.01679975939558602,-0.01739519758980676
P23141,helix_propensity,567,0.07135251791594041,0.08017356808815122
P23141,sheet_propensity,567,0.16572446202059654,0.16118256866400024
P45381,esm2_norm,313,0.25455518108801517,
P45381,rel_position,313,0.3224242485907897,0.2866487230970662
P45381,dist_to_terminus,313,-0.04828996127425385,0.009952686673959632
P45381,hydropathy_KD,313,0.14784456940305388,0.14131069348419734
P45381,charge,313,0.025176317078545885,0.03283838055010173
P45381,helix_propensity,313,-0.035555309596210984,-0.07382922243810212
P45381,sheet_propensity,313,0.11194586783844625,0.12330319322413491
Q8NFP7,esm2_norm,164,-0.060109096350305376,
Q8NFP7,rel_position,164,-0.13945560649136884,-0.12751263650475425
Q8NFP7,dist_to_terminus,164,-0.002911212116258952,-0.04908637849524027
Q8NFP7,hydropathy_KD,164,0.2348216441495285,0.22896304668630663
Q8NFP7,charge,164,0.09824307884821333,0.09718439094932237
Q8NFP7,helix_propensity,164,-0.17372869958288395,-0.17922150658790587
Q8NFP7,sheet_propensity,164,0.2569474967769713,0.25070823131578673
Q8JZL3,esm2_norm,224,-0.019251548152893448,
Q8JZL3,rel_position,224,0.08597907324364724,0.09501858289676132
Q8JZL3,dist_to_terminus,224,0.04975164751970317,0.051673444805352395
Q8JZL3,hydropathy_KD,224,0.3100219945080619,0.31200715082449393
Q8JZL3,charge,224,0.05897864656787498,0.058059512970671946
Q8JZL3,helix_propensity,224,-0.08626947244345962,-0.08697350287330928
Q8JZL3,sheet_propensity,224,0.2863679105188358,0.2859153925542749
Q82Y41,esm2_norm,193,-0.17024497890069973,
Q82Y41,rel_position,193,0.20294221729608458,0.20378100046113107
Q82Y41,dist_to_terminus,193,0.09123308990909154,-0.003763052815192344
Q82Y41,hydropathy_KD,193,0.1753332335349704,0.16500151129646978
Q82Y41,charge,193,0.047144943452934525,0.0427656928247152
Q82Y41,helix_propensity,193,-0.17599444154333613,-0.17925169092396984
Q82Y41,sheet_propensity,193,0.212626895919983,0.20496359076148724
P32329,esm2_norm,569,0.2731582725471319,
P32329,rel_position,569,-0.05144023888032665,-0.020354888232390518
P32329,dist_to_terminus,569,-0.17717417310976824,-0.07526940137113752
P32329,hydropathy_KD,569,0.11240578655609257,0.11650733808261055
P32329,charge,569,0.06516286972650717,0.05909293026380593
P32329,helix_propensity,569,0.09242320330153832,0.09623924101988522
P32329,sheet_propensity,569,0.13015193533989122,0.15816610022571315
Q5ZZB6,esm2_norm,459,-0.3118325844355842,
Q5ZZB6,rel_position,459,-0.006437790608933909,0.10346094480609025
Q5ZZB6,dist_to_terminus,459,-0.15617427303668932,-0.22312439800097628
Q5ZZB6,hydropathy_KD,459,0.35377614119739104,0.32381317263060533
Q5ZZB6,charge,459,0.004541842660649538,-0.020331040865566207
Q5ZZB6,helix_propensity,459,0.013498961541299601,0.04157931583725402
Q5ZZB6,sheet_propensity,459,0.3276135658729068,0.29033678299261256
C5A6Q4,esm2_norm,306,-0.20948907784398538,
C5A6Q4,rel_position,306,0.17776137421380686,0.21427344070918516
C5A6Q4,dist_to_terminus,306,-0.01705188261877714,-0.003598410948756535
C5A6Q4,hydropathy_KD,306,0.35477606529072786,0.336324089167765
C5A6Q4,charge,306,0.0680538082155124,0.0688394518528748
C5A6Q4,helix_propensity,306,-0.10680337474082316,-0.08360462454043205
C5A6Q4,sheet_propensity,306,0.3686781023816206,0.35762149998314374
G0UZY5,esm2_norm,867,-0.38210465812611605,
G0UZY5,rel_position,867,-0.031432886251901895,0.143070823052647
G0UZY5,dist_to_terminus,867,0.09563006317941145,-0.029053757809337093
G0UZY5,hydropathy_KD,867,0.3315865816348886,0.33174990092888723
G0UZY5,charge,867,-0.01038794067715635,-0.025148305043052595
G0UZY5,helix_propensity,867,0.023794600790215576,0.039688704592753705
G0UZY5,sheet_propensity,867,0.34759360011895934,0.3213825636174905
A1SPN2,esm2_norm,371,-0.22193181791477593,
A1SPN2,rel_position,371,0.19002201923687012,0.20561631316910423
A1SPN2,dist_to_terminus,371,-0.14194055153516236,-0.16918406212379936
A1SPN2,hydropathy_KD,371,0.2419916435278225,0.21774092835898887
A1SPN2,charge,371,0.06662733842828727,0.05094281965580108
A1SPN2,helix_propensity,371,-0.06945275217327165,-0.0672517213732843
A1SPN2,sheet_propensity,371,0.2908296678097756,0.28634374191385575
D2PPM7,esm2_norm,723,-0.4262190801007494,
D2PPM7,rel_position,723,0.13552139903643706,-0.06043829221459947
D2PPM7,dist_to_terminus,723,0.2050285223701517,0.10777515996407952
D2PPM7,hydropathy_KD,723,0.20389958165028807,0.2253444263155051
D2PPM7,charge,723,0.07323800270442503,0.04314316044178201
D2PPM7,helix_propensity,723,0.010874037747584346,0.02411030875435672
D2PPM7,sheet_propensity,723,0.24145165761561552,0.22414684319968547
A4UWM5,esm2_norm,1022,0.012038534964953218,
A4UWM5,rel_position,1022,-0.16008468111433546,-0.1649645272332279
A4UWM5,dist_to_terminus,1022,0.11212088281798037,0.11150004369710319
A4UWM5,hydropathy_KD,1022,0.06500965593860804,0.06519146425368542
A4UWM5,charge,1022,0.03712538049630558,0.036989227698135944
A4UWM5,helix_propensity,1022,0.0295625359266437,0.028882074478992364
A4UWM5,sheet_propensity,1022,0.07202302123646885,0.07223706338020189
Q2PYN0,esm2_norm,295,-0.5188445969317641,
Q2PYN0,rel_position,295,0.11747127618798323,0.24876185595407344
Q2PYN0,dist_to_terminus,295,0.007159807756221578,-0.22911289266443005
Q2PYN0,hydropathy_KD,295,0.3225504209323781,0.3445313202722225
Q2PYN0,charge,295,-0.03320071046175258,-0.047848424285779886
Q2PYN0,helix_propensity,295,0.003229094370212032,0.06112722291642307
Q2PYN0,sheet_propensity,295,0.22218787779777607,0.22496340542360932
P84142,esm2_norm,91,-0.1655040611562351,
P84142,rel_position,91,0.09010989010989012,0.1254236366108169
P84142,dist_to_terminus,91,-0.22892300708050697,-0.2616894510731399
P84142,hydropathy_KD,91,0.006365846452205701,-0.011118530399815899
P84142,charge,91,0.1249109695446553,0.14182673670686538
P84142,helix_propensity,91,-0.1823433926064355,-0.16650546788521195
P84142,sheet_propensity,91,0.1131232193389623,0.09447559726739509
P14384,esm2_norm,443,0.12396881952271642,
P14384,rel_position,443,0.15694651148594518,0.1243443408692749
P14384,dist_to_terminus,443,0.1988384304782648,0.2653934527304217
P14384,hydropathy_KD,443,0.004934161709533945,-0.010631819888083772
P14384,charge,443,0.025783471150034817,0.023086993345036392
P14384,helix_propensity,443,-0.03097241281905438,-0.0471450959649173
P14384,sheet_propensity,443,0.04681091728682232,0.03880668491926224
P21836,esm2_norm,614,-0.07065657607067859,
P21836,rel_position,614,0.08281920638230672,0.09696859323848092
P21836,dist_to_terminus,614,-0.0031368359806035395,-0.015111737913529691
P21836,hydropathy_KD,614,0.23882346123368278,0.2322370321584928
P21836,charge,614,-0.055790034890632306,-0.05593297871353117
P21836,helix_propensity,614,0.06889461344172618,0.0714724293943901
P21836,sheet_propensity,614,0.20780433569022766,0.20120036007795639
Q5L1H1,esm2_norm,389,-0.33815606917002244,
Q5L1H1,rel_position,389,0.13635462938990356,0.1909592554136343
Q5L1H1,dist_to_terminus,389,0.2885753943142639,0.2205226715013567
Q5L1H1,hydropathy_KD,389,0.305115343375619,0.337273327813803
Q5L1H1,charge,389,0.05498607943905623,0.02217274199741526
Q5L1H1,helix_propensity,389,-0.035774560258176935,0.005381194096455978
Q5L1H1,sheet_propensity,389,0.24036138915639593,0.2768539594685362
B3VPB3,esm2_norm,467,0.08025925452012889,
B3VPB3,rel_position,467,-0.19605153984950147,-0.18367241237101656
B3VPB3,dist_to_terminus,467,0.14530658360303653,0.15856819388312773
B3VPB3,hydropathy_KD,467,0.17832874606167023,0.1810145739729082
B3VPB3,charge,467,-0.11842081383068903,-0.11647242089213572
B3VPB3,helix_propensity,467,0.04640701303084759,0.03827746481260073
B3VPB3,sheet_propensity,467,0.11629070363304826,0.12145210969684232
Q9FK35,esm2_norm,248,-0.09238967099952637,
Q9FK35,rel_position,248,0.118334117454538,0.09989539546129911
Q9FK35,dist_to_terminus,248,-0.059594140522559194,-0.0979290112053397
Q9FK35,hydropathy_KD,248,0.32505579159240483,0.3292677443419657
Q9FK35,charge,248,-0.0735891289594701,-0.07993553830905958
Q9FK35,helix_propensity,248,0.10637296813942657,0.1315838360376956
Q9FK35,sheet_propensity,248,0.22802805572944831,0.22623701190351272
Q64514,esm2_norm,1022,0.4314249793931235,
Q64514,rel_position,1022,0.26857928286782273,0.18266291440556703
Q64514,dist_to_terminus,1022,-0.28122551650304134,-0.16930498513141728
Q64514,hydropathy_KD,1022,0.01567690622778466,-0.025011842645288863
Q64514,charge,1022,0.05851717744883511,0.08580672271218377
Q64514,helix_propensity,1022,-0.016763647618260262,-0.09224576954424832
Q64514,sheet_propensity,1022,0.08856156710062411,0.05782452986410638
P07711,esm2_norm,333,0.11410685629717449,
P07711,rel_position,333,-0.02524095410611535,0.009643776889334155
P07711,dist_to_terminus,333,0.004571023923748737,0.033976745247107594
P07711,hydropathy_KD,333,0.06200139739927432,0.05941649546055366
P07711,charge,333,-0.021161979240896033,-0.024406591949251672
P07711,helix_propensity,333,0.055291382812505244,0.04177842097987261
P07711,sheet_propensity,333,0.04025047324701112,0.03626396011555458
P06276,esm2_norm,602,-0.06168473831416711,
P06276,rel_position,602,0.033201277376061857,0.050934865456530067
P06276,dist_to_terminus,602,0.04698238017773032,0.03687173118903055
P06276,hydropathy_KD,602,0.24128004358383737,0.2372793777280134
P06276,charge,602,-0.024220958606327274,-0.025369069698055045
P06276,helix_propensity,602,0.045387981956263417,0.05014772906492382
P06276,sheet_propensity,602,0.1955235192786074,0.1928109848630154
A0A125SQG8,esm2_norm,378,0.16640177016848837,
A0A125SQG8,rel_position,378,-0.18227112003838417,-0.15792838270363813
A0A125SQG8,dist_to_terminus,378,-0.06732985359700597,-0.02017995699320743
A0A125SQG8,hydropathy_KD,378,0.019742073140457176,0.006515413311516177
A0A125SQG8,charge,378,0.09818897794807008,0.10239551511946846
A0A125SQG8,helix_propensity,378,0.19872800553388933,0.17522796620209824
A0A125SQG8,sheet_propensity,378,0.10543356633116516,0.09174541396674024
