seed,uniprot,n_residues,entropy,entropy_uniform,entropy_ratio,top1_pos,top1_pos_pct,top1_mass,top5pct_mass,top10pct_mass,top20pct_mass
42,Q9YGA8,481,6.16916561126709,6.175867270105761,0.9989148635251424,15,0.031185031185031187,0.0028571600560098886,0.06336131691932678,0.12271453440189362,0.23540127277374268
42,P75144,324,5.777708530426025,5.780743515792329,0.9994749835625794,94,0.29012345679012347,0.003759026760235429,0.056849896907806396,0.11189892888069153,0.2224680334329605
42,Q7XJJ7,607,6.403559684753418,6.408528791059498,0.9992246104421013,542,0.8929159802306426,0.002266851719468832,0.061691056936979294,0.12143051624298096,0.23109549283981323
42,Q75UV1,126,4.833044528961182,4.836281906951478,0.9993306060207857,3,0.023809523809523808,0.009384243749082088,0.055030856281518936,0.11738897114992142,0.22152994573116302
42,Q2QMN7,484,6.177618980407715,6.182084906716632,0.999277601913221,194,0.40082644628099173,0.002654049079865217,0.060814641416072845,0.11845825612545013,0.2300606071949005
42,Q97VT7,314,5.741116046905518,5.749392985908253,0.998560380370063,69,0.2197452229299363,0.004675072152167559,0.06672433763742447,0.12451742589473724,0.240876242518425
42,P48740,699,6.542611598968506,6.54965074223381,0.9989252643320484,548,0.7839771101573677,0.0019824025221168995,0.06044379621744156,0.11812154203653336,0.2300962507724762
42,E2RV69,298,5.692522048950195,5.697093486505405,0.9991975842478208,82,0.2751677852348993,0.004267760086804628,0.062000516802072525,0.12041804194450378,0.2312840074300766
42,Q81WT0,226,5.415190696716309,5.420534999272286,0.9990140636382395,120,0.5309734513274337,0.005939427763223648,0.06041416898369789,0.12154409289360046,0.2283385843038559
42,Q9CA40,147,4.98680305480957,4.990432586778736,0.9992727019339402,126,0.8571428571428571,0.00835074856877327,0.05602715536952019,0.1169927567243576,0.22114133834838867
42,P22434,369,5.905834197998047,5.910796644040527,0.9991604437876435,294,0.7967479674796748,0.0034962003119289875,0.05989714711904526,0.11976641416549683,0.23180943727493286
42,P23141,567,6.335169792175293,6.340359303727752,0.9991815114406202,145,0.25573192239858905,0.002409361070021987,0.06189289689064026,0.12187846750020981,0.23120562732219696
42,P45381,313,5.7388811111450195,5.746203190540153,0.9987257534841114,270,0.8626198083067093,0.003976444248110056,0.06101638823747635,0.11613278090953827,0.2303941398859024
42,Q8NFP7,164,5.09747314453125,5.099866427824199,0.9995307164752607,112,0.6829268292682927,0.0072388113476336,0.05621950328350067,0.11038375645875931,0.2217029631137848
42,Q8JZL3,224,5.407027244567871,5.4116460518550396,0.9991465060273879,195,0.8705357142857143,0.005554385017603636,0.057689812034368515,0.11287174373865128,0.2249668538570404
42,Q82Y41,193,5.258669376373291,5.262690188904886,0.999235977724839,115,0.5958549222797928,0.007278082892298698,0.06378679722547531,0.11668945103883743,0.22940097749233246
42,P32329,569,6.339556694030762,6.343880434126331,0.9993184392202114,208,0.3655536028119508,0.002181886462494731,0.05679743364453316,0.11335362493991852,0.22234228253364563
42,Q5ZZB6,459,6.12449312210083,6.129050210060545,0.9992564773001475,279,0.6078431372549019,0.0026537489611655474,0.05913512408733368,0.11628788709640503,0.22731374204158783
42,C5A6Q4,306,5.718149662017822,5.723585101952381,0.999050343475682,196,0.6405228758169934,0.004465807694941759,0.06150175631046295,0.12339537590742111,0.23188039660453796
42,G0UZY5,867,6.760841369628906,6.7650389767805414,0.999379514712917,138,0.15916955017301038,0.0016190401511266828,0.060276031494140625,0.1181526854634285,0.22640195488929749
42,A1SPN2,371,5.911791801452637,5.916202062607435,0.9992545452119236,81,0.2183288409703504,0.0034514458384364843,0.06073693931102753,0.11612064391374588,0.2265482395887375
42,D2PPM7,723,6.578519821166992,6.583409222158765,0.9992573147397072,502,0.69432918395574,0.001868972321972251,0.06072640046477318,0.1181717962026596,0.23041391372680664
42,A4UWM5,1022,6.927018165588379,6.92951677076365,0.9996394257698008,389,0.3806262230919765,0.0012558166636154056,0.057793278247117996,0.11283844709396362,0.2193830907344818
42,Q2PYN0,295,5.682469844818115,5.68697535633982,0.9992077490688117,19,0.06440677966101695,0.004572504200041294,0.06272119283676147,0.12135753780603409,0.22854961454868317
42,P84142,91,4.506287097930908,4.51085950651685,0.9989863553543763,67,0.7362637362637363,0.014094963669776917,0.06687378883361816,0.11707174777984619,0.22526147961616516
42,P14384,443,6.088539123535156,6.093569770045136,0.9991744335915035,255,0.5756207674943566,0.0030150481034070253,0.06148701161146164,0.11895333975553513,0.23115861415863037
42,P21836,614,6.415452003479004,6.419994928147142,0.9992923787761544,237,0.38599348534201955,0.002152135828509927,0.06149717792868614,0.11774203926324844,0.2289775013923645
42,Q5L1H1,389,5.958835601806641,5.963579343618446,0.9992045478833309,170,0.4370179948586118,0.003289119340479374,0.05874476581811905,0.11783947050571442,0.22894416749477386
42,B3VPB3,467,6.141576766967773,6.1463292576688975,0.9992267757710516,306,0.6552462526766595,0.0030313795432448387,0.06047273799777031,0.11935964971780777,0.2269802689552307
42,Q9FK35,248,5.509516716003418,5.5134287461649825,0.999290454208865,174,0.7016129032258065,0.0052907420322299,0.05771689862012863,0.11673635244369507,0.2258872091770172
42,Q64514,1022,6.920283317565918,6.92951677076365,0.998667518457176,190,0.18590998043052837,0.0013016184093430638,0.06137329339981079,0.12034662812948227,0.2338876724243164
42,P07711,333,5.803606986999512,5.808142489980444,0.9992191129971835,175,0.5255255255255256,0.0038666296750307083,0.06144498288631439,0.11608774960041046,0.2276613712310791
42,P06276,602,6.395759582519531,6.400257445308821,0.9992972372083897,193,0.32059800664451826,0.0021434887312352657,0.06102018430829048,0.11860394477844238,0.22847631573677063
42,A0A125SQG8,378,5.929736137390137,5.934894195619588,0.999130892976448,69,0.18253968253968253,0.0035956937354058027,0.06147217005491257,0.11852288246154785,0.22850655019283295
7,Q77J78,461,6.131974697113037,6.133398042996649,0.9997679351847649,82,0.17787418655097614,0.002675495343282819,0.057218872010707855,0.11188212037086487,0.2171289175748825
7,A0A1L9P8I4,608,6.407074928283691,6.410174881966167,0.9995164010749228,457,0.7516447368421053,0.00222432310692966,0.0586671307682991,0.11568872630596161,0.22429944574832916
7,O25046,409,6.011287689208984,6.013715156042802,0.99959634489316,285,0.6968215158924206,0.003061600960791111,0.05657191947102547,0.11327666789293289,0.2209489643573761
7,P08311,255,5.53676176071167,5.541263545158426,0.9991875888215623,47,0.1843137254901961,0.004731127060949802,0.05862990394234657,0.11577855795621872,0.2231900840997696
7,Q65MI2,562,6.3278398513793945,6.331501849893691,0.9994216224521267,281,0.5,0.0023042946122586727,0.05938122421503067,0.11598356068134308,0.22486013174057007
7,Q8A6L0,662,6.490477085113525,6.495265555937008,0.9992627752041476,466,0.7039274924471299,0.002018099883571267,0.0607759952545166,0.11791987717151642,0.2280818372964859
7,Q8L7J2,521,6.252001762390137,6.255750041753367,0.9994008265454641,224,0.42994241842610365,0.002371302107349038,0.05896132066845894,0.11548950523138046,0.2246991991996765
7,P12822,1022,6.927767276763916,6.92951677076365,0.9997475301586519,537,0.525440313111546,0.0011965932790189981,0.056417789310216904,0.11042262613773346,0.21624243259429932
7,P19531,719,6.575386047363281,6.577861357721047,0.99962369070688,319,0.44367176634214184,0.001691540121100843,0.05740988999605179,0.1128183901309967,0.22038796544075012
7,P37095,427,6.053731441497803,6.056784013228625,0.999496007827891,212,0.4964871194379391,0.0028241975232958794,0.057552095502614975,0.11519446223974228,0.22134201228618622
7,Q9X015,255,5.539312362670898,5.541263545158426,0.9996478813051164,199,0.7803921568627451,0.004643942229449749,0.057527851313352585,0.11286811530590057,0.21705153584480286
7,Q8ZRM2,251,5.522883415222168,5.5254529391317835,0.9995349659226272,53,0.21115537848605578,0.004822348710149527,0.060039784759283066,0.11286278814077377,0.2194853574037552
7,D9Q1R5,187,5.228252410888672,5.231108616854587,0.9994539960503377,94,0.5026737967914439,0.0064035700634121895,0.05575130134820938,0.11558309942483902,0.22051289677619934
7,P0AFC0,150,5.008088111877441,5.0106352940962555,0.9994916448575263,83,0.5533333333333333,0.00805590022355318,0.06029244884848595,0.11129764467477798,0.2179315835237503
7,Q9NQW7,623,6.430976390838623,6.434546518787453,0.999445162461969,38,0.060995184590690206,0.0020814407616853714,0.05975203216075897,0.11617826670408249,0.22603872418403625
7,Q6HA27,698,6.545378684997559,6.548219102762372,0.9995662304940872,172,0.24641833810888253,0.0018006482860073447,0.05777362361550331,0.1131613552570343,0.22094811499118805
7,A3DM60,696,6.542966365814209,6.54534966033442,0.9996358797247068,403,0.5790229885057471,0.0017820104258134961,0.05876540020108223,0.11434817314147949,0.22050216794013977
7,A0A2I6UI54,837,6.726657390594482,6.729824070489475,0.9995294557685573,767,0.9163679808841099,0.0014782414073124528,0.05896901339292526,0.1153106540441513,0.22316935658454895
7,P80545,267,5.583981513977051,5.58724865840025,0.9994152498621505,82,0.30711610486891383,0.0046537332236766815,0.057175882160663605,0.1160910427570343,0.2212982028722763
7,P39900,470,6.150713920593262,6.152732694704104,0.9996718898396837,184,0.39148936170212767,0.002574098529294133,0.05830668285489082,0.11178724467754364,0.21811366081237793
7,Q2I2N4,511,6.232949256896973,6.236369590203704,0.9994515505764596,265,0.5185909980430529,0.00254062213934958,0.060739826411008835,0.11582076549530029,0.22407865524291992
7,X5D761,345,5.841590881347656,5.84354441703136,0.9996656933627457,177,0.5130434782608696,0.0035015265457332134,0.05610055848956108,0.11005937308073044,0.21844787895679474
7,Q81EK9,275,5.614430904388428,5.616771097666572,0.9995833561244616,205,0.7454545454545455,0.004486721474677324,0.05841049551963806,0.11407168954610825,0.21874484419822693
7,Q8N1Q8,247,5.507380485534668,5.5093883366279774,0.9996355582560843,87,0.3522267206477733,0.004692746791988611,0.054550766944885254,0.11186547577381134,0.21540971100330353
7,Q59514,313,5.744218349456787,5.746203190540153,0.999654582161899,124,0.3961661341853035,0.0037365166936069727,0.05787009745836258,0.11016335338354111,0.21908150613307953
7,C6W7B1,382,5.941545486450195,5.945420608606575,0.9993482173236372,193,0.5052356020942408,0.003268185770139098,0.059261009097099304,0.11538750678300858,0.2246636152267456
7,Q9YGA8,481,6.17244815826416,6.175867270105761,0.999446375433269,15,0.031185031185031187,0.0025862790644168854,0.05950555205345154,0.11587533354759216,0.22442950308322906
7,P75144,324,5.7783589363098145,5.780743515792329,0.9995874960589411,264,0.8148148148148148,0.0037164653185755014,0.05630781129002571,0.11058108508586884,0.22014477849006653
7,Q7XJJ7,607,6.40596866607666,6.408528791059498,0.9996005128374534,542,0.8929159802306426,0.002045651199296117,0.05779890716075897,0.11475616693496704,0.22098223865032196
7,Q75UV1,126,4.834343910217285,4.836281906951478,0.9995992796177975,77,0.6111111111111112,0.009023655205965042,0.05372528359293938,0.114617258310318,0.21615082025527954
7,Q2QMN7,484,6.179759979248047,6.182084906716632,0.9996239250182314,197,0.40702479338842973,0.0024774251505732536,0.05723104253411293,0.11165405809879303,0.21998776495456696
7,Q97VT7,314,5.744391918182373,5.749392985908253,0.999130157263882,95,0.30254777070063693,0.004157045390456915,0.06277983635663986,0.11816218495368958,0.23099327087402344
7,P48740,699,6.545271873474121,6.54965074223381,0.999331434769269,472,0.6752503576537912,0.0018286150880157948,0.058932818472385406,0.11530095338821411,0.22425577044487
7,E2RV69,298,5.69403600692749,5.697093486505405,0.9994633264163285,206,0.6912751677852349,0.004111147485673428,0.05921962112188339,0.11611457169055939,0.22596199810504913
7,Q81WT0,226,5.417438983917236,5.420534999272286,0.9994288358334619,153,0.6769911504424779,0.005556904710829258,0.05750980228185654,0.1174173653125763,0.22228895127773285
7,Q9CA40,147,4.987659931182861,4.990432586778736,0.9994444057608913,32,0.21768707482993196,0.007918230257928371,0.05456231161952019,0.11545809358358383,0.2185947448015213
7,P22434,369,5.90827751159668,5.910796644040527,0.9995738083044378,294,0.7967479674796748,0.003334485925734043,0.056763481348752975,0.1142578274011612,0.2228381335735321
7,P23141,567,6.337390899658203,6.340359303727752,0.999531823998081,424,0.7477954144620811,0.0022157926578074694,0.05818130448460579,0.11569539457559586,0.22211000323295593
7,P45381,313,5.742253303527832,5.746203190540153,0.9993126092340724,154,0.49201277955271566,0.0039239428006112576,0.05869493633508682,0.11228009313344955,0.2235119491815567
7,Q8NFP7,164,5.098259925842285,5.099866427824199,0.9996849913611171,94,0.573170731707317,0.006853201426565647,0.053744859993457794,0.10624907165765762,0.21595661342144012
7,Q8JZL3,224,5.408871173858643,5.4116460518550396,0.9994872395626381,197,0.8794642857142857,0.005196631420403719,0.05568414926528931,0.10989697277545929,0.21989642083644867
7,Q82Y41,193,5.260016441345215,5.262690188904886,0.999491942815614,115,0.5958549222797928,0.006668237503618002,0.06110871583223343,0.113492950797081,0.22465968132019043
7,P32329,569,6.340855598449707,6.343880434126331,0.9995231884162962,442,0.7768014059753954,0.0020812582224607468,0.055762939155101776,0.1116902083158493,0.21933932602405548
7,Q5ZZB6,459,6.12647819519043,6.129050210060545,0.9995803566976995,243,0.5294117647058824,0.0025866359937936068,0.05653811991214752,0.11153504997491837,0.21951085329055786
7,C5A6Q4,306,5.720293045043945,5.723585101952381,0.9994248260749522,196,0.6405228758169934,0.004080665297806263,0.058153897523880005,0.11737675219774246,0.22430111467838287
7,G0UZY5,867,6.762640953063965,6.7650389767805414,0.9996455269918167,391,0.45098039215686275,0.0014414741890504956,0.056979503482580185,0.11287107318639755,0.21914571523666382
7,A1SPN2,371,5.912870407104492,5.916202062607435,0.9994368590748447,354,0.954177897574124,0.003277614712715149,0.05931030586361885,0.1137067899107933,0.22238491475582123
7,D2PPM7,723,6.580136299133301,6.583409222158765,0.9995028528661947,320,0.4426002766251729,0.0017177590634673834,0.05877974256873131,0.11512979865074158,0.22512860596179962
7,A4UWM5,1022,6.927671432495117,6.92951677076365,0.9997336988523762,389,0.3806262230919765,0.001189808826893568,0.05601263418793678,0.10980328172445297,0.21512970328330994
7,Q2PYN0,295,5.683979034423828,5.68697535633982,0.9994731255670641,78,0.26440677966101694,0.004208721686154604,0.060439735651016235,0.11717402189970016,0.22329480946063995
7,P84142,91,4.507724761962891,4.51085950651685,0.9993050671275773,17,0.18681318681318682,0.013543451204895973,0.06544829159975052,0.114864282310009,0.22233755886554718
7,P14384,443,6.090914726257324,6.093569770045136,0.9995642876199,158,0.35665914221218964,0.0027005313895642757,0.05684616416692734,0.11144677549600601,0.2206384688615799
7,P21836,614,6.4173760414123535,6.419994928147142,0.9995920733950573,436,0.7100977198697068,0.0020566696766763926,0.058242861181497574,0.11237894743680954,0.22089731693267822
7,Q5L1H1,389,5.961181640625,5.963579343618446,0.999597942300204,172,0.442159383033419,0.0030745742842555046,0.0559542216360569,0.11302296072244644,0.22127977013587952
7,B3VPB3,467,6.143353462219238,6.1463292576688975,0.9995158418423572,211,0.4518201284796574,0.0027525618206709623,0.05792805552482605,0.11564383655786514,0.22204042971134186
7,Q9FK35,248,5.511628150939941,5.5134287461649825,0.9996734164332325,174,0.7016129032258065,0.00493265688419342,0.0543234646320343,0.11107848584651947,0.21783007681369781
7,Q64514,1022,6.924009323120117,6.92951677076365,0.9992052190902013,115,0.11252446183953033,0.0012462150771170855,0.05922582745552063,0.11580643802881241,0.22598376870155334
7,P07711,333,5.8054656982421875,5.808142489980444,0.9995391311864552,320,0.960960960960961,0.0036467700265347958,0.05830245092511177,0.11097486317157745,0.22048678994178772
7,P06276,602,6.397494316101074,6.400257445308821,0.999568278427648,424,0.7043189368770764,0.0020969295874238014,0.058092065155506134,0.1136019304394722,0.2208932340145111
7,A0A125SQG8,378,5.93195915222168,5.934894195619588,0.9995054598614286,168,0.4444444444444444,0.003253704169765115,0.05804692581295967,0.1133461594581604,0.22135722637176514
1337,Q77J78,461,6.130865573883057,6.133398042996649,0.9995871017834097,82,0.17787418655097614,0.0028968837577849627,0.06018396094441414,0.11530963331460953,0.22080761194229126
1337,A0A1L9P8I4,608,6.401366233825684,6.410174881966167,0.998625833412866,457,0.7516447368421053,0.0026742047630250454,0.06532181054353714,0.12729327380657196,0.24231550097465515
1337,O25046,409,6.006551742553711,6.013715156042802,0.9988088206203293,319,0.7799511002444988,0.003515116171911359,0.06241942197084427,0.12263334542512894,0.23516465723514557
1337,P08311,255,5.528969764709473,5.541263545158426,0.9977814120644569,104,0.40784313725490196,0.005308097694069147,0.0642387643456459,0.1238899752497673,0.23590980470180511
1337,Q65MI2,562,6.321716785430908,6.331501849893691,0.9984545429039168,374,0.6654804270462633,0.002569852164015174,0.0652448758482933,0.12569406628608704,0.24085330963134766
1337,Q8A6L0,662,6.482583999633789,6.495265555937008,0.9980475692342359,446,0.6737160120845922,0.0024190519470721483,0.06944939494132996,0.13151945173740387,0.2483287900686264
1337,Q8L7J2,521,6.246253967285156,6.255750041753367,0.9984820246325652,213,0.4088291746641075,0.0027244810480624437,0.06529255956411362,0.12569665908813477,0.2408786416053772
1337,P12822,1022,6.925030708312988,6.92951677076365,0.9993526153988704,467,0.4569471624266145,0.0013113637687638402,0.06011569872498512,0.11711019277572632,0.2269364595413208
1337,P19531,719,6.57105827331543,6.577861357721047,0.9989657604446722,319,0.44367176634214184,0.0020073913037776947,0.06404952704906464,0.12351208925247192,0.23611845076084137
1337,P37095,427,6.048140048980713,6.056784013228625,0.9985728458817364,210,0.4918032786885246,0.003244494553655386,0.06354048103094101,0.12596850097179413,0.23852188885211945
1337,Q9X015,255,5.535516262054443,5.541263545158426,0.998962820833706,136,0.5333333333333333,0.00514166709035635,0.06113941967487335,0.11951813846826553,0.226922407746315
1337,Q8ZRM2,251,5.518620491027832,5.5254529391317835,0.9987634591807735,200,0.796812749003984,0.005477639380842447,0.0637023076415062,0.118250273168087,0.22820501029491425
1337,D9Q1R5,187,5.224222183227539,5.231108616854587,0.9986835613382486,94,0.5026737967914439,0.007095841690897942,0.06120903044939041,0.1247873529791832,0.2340814769268036
1337,P0AFC0,150,5.005106449127197,5.0106352940962555,0.9988965780495793,78,0.52,0.008579079061746597,0.06421038508415222,0.11711655557155609,0.22643877565860748
1337,Q9NQW7,623,6.426028251647949,6.434546518787453,0.9986761666708551,502,0.8057784911717496,0.00237831799313426,0.06572163850069046,0.1258978396654129,0.23941947519779205
1337,Q6HA27,698,6.539767265319824,6.548219102762372,0.9987092922045044,251,0.35959885386819485,0.0021131376270204782,0.0639253780245781,0.1235639750957489,0.23725882172584534
1337,A3DM60,696,6.537837505340576,6.54534966033442,0.9988522912627009,444,0.6379310344827587,0.002184284385293722,0.06629103422164917,0.12667493522167206,0.23838269710540771
1337,A0A2I6UI54,837,6.720454216003418,6.729824070489475,0.9986077118230855,354,0.4229390681003584,0.0017804517410695553,0.06698407232761383,0.1286597102880478,0.24342265725135803
1337,P80545,267,5.578665733337402,5.58724865840025,0.9984638369280481,82,0.30711610486891383,0.005187950097024441,0.06281426548957825,0.12522481381893158,0.23538552224636078
1337,P39900,470,6.147274971008301,6.152732694704104,0.999112959400869,188,0.4,0.0028860075399279594,0.06299788504838943,0.11838825792074203,0.227839857339859
1337,Q2I2N4,511,6.2277350425720215,6.236369590203704,0.9986154528677635,265,0.5185909980430529,0.0029536315705627203,0.06646741926670074,0.12581923604011536,0.23985183238983154
1337,X5D761,345,5.838518142700195,5.84354441703136,0.999139858624756,177,0.5130434782608696,0.0038601073902100325,0.060000769793987274,0.11722227931022644,0.22947996854782104
1337,Q81EK9,275,5.611866474151611,5.616771097666572,0.9991267894970834,144,0.5236363636363637,0.0048375483602285385,0.061726368963718414,0.11916300654411316,0.22555267810821533
1337,Q8N1Q8,247,5.504366397857666,5.5093883366279774,0.9990884761676856,87,0.3522267206477733,0.00517640495672822,0.059226181358098984,0.11990831792354584,0.2269621342420578
1337,Q59514,313,5.740865707397461,5.746203190540153,0.999071128714787,281,0.8977635782747604,0.004073983523994684,0.063105508685112,0.11873247474431992,0.2306285798549652
1337,C6W7B1,382,5.936020851135254,5.945420608606575,0.9984189920124887,194,0.5078534031413613,0.0036897785030305386,0.0651794821023941,0.12594647705554962,0.24128161370754242
1337,Q9YGA8,481,6.1652750968933105,6.175867270105761,0.9982849091877797,17,0.035343035343035345,0.0030712548177689314,0.06752470135688782,0.12918126583099365,0.24521949887275696
1337,P75144,324,5.774446487426758,5.780743515792329,0.9989106888502546,94,0.29012345679012347,0.004260903690010309,0.06157940253615379,0.11922967433929443,0.23322468996047974
1337,Q7XJJ7,607,6.401262283325195,6.408528791059498,0.9988661192028285,251,0.4135090609555189,0.002401386620476842,0.06478781998157501,0.12663863599300385,0.23796150088310242
1337,Q75UV1,126,4.831419944763184,4.836281906951478,0.9989946900776595,28,0.2222222222222222,0.009940320625901222,0.05763404071331024,0.12239312380552292,0.2280179262161255
1337,Q2QMN7,484,6.176036834716797,6.182084906716632,0.9990216776231488,190,0.3925619834710744,0.0028366215992718935,0.06269774585962296,0.12106020748615265,0.2331303060054779
1337,Q97VT7,314,5.736554145812988,5.749392985908253,0.9977669225035177,27,0.08598726114649681,0.004778523929417133,0.07046482712030411,0.13059687614440918,0.25050100684165955
1337,P48740,699,6.5389628410339355,6.54965074223381,0.998368172346816,548,0.7839771101573677,0.002025768393650651,0.0627250000834465,0.12217339128255844,0.23627206683158875
1337,E2RV69,298,5.690703392028809,5.697093486505405,0.9988783588523285,242,0.8120805369127517,0.004451226443052292,0.06331215798854828,0.12294891476631165,0.23670010268688202
1337,Q81WT0,226,5.412984848022461,5.420534999272286,0.9986071206530649,153,0.6769911504424779,0.006103346589952707,0.06269008666276932,0.126154363155365,0.23398533463478088
1337,Q9CA40,147,4.985077857971191,4.990432586778736,0.9989270010736683,126,0.8571428571428571,0.008494585752487183,0.058264974504709244,0.12142869830131531,0.22752340137958527
1337,P22434,369,5.904232978820801,5.910796644040527,0.9988895464325703,42,0.11382113821138211,0.0037040801253169775,0.06241621822118759,0.12372100353240967,0.23736517131328583
1337,P23141,567,6.3326640129089355,6.340359303727752,0.9987863005154468,144,0.25396825396825395,0.002522375900298357,0.06408156454563141,0.1250719428062439,0.23549669981002808
1337,P45381,313,5.73516321182251,5.746203190540153,0.99807873506182,74,0.2364217252396166,0.004240863490849733,0.06280650943517685,0.11947939544916153,0.23659105598926544
1337,Q8NFP7,164,5.095940113067627,5.099866427824199,0.9992301141976679,37,0.22560975609756098,0.007499119732528925,0.057524412870407104,0.112220399081707,0.22472906112670898
1337,Q8JZL3,224,5.404403209686279,5.4116460518550396,0.998661619385422,195,0.8705357142857143,0.005964585114270449,0.059628963470458984,0.11603568494319916,0.22961798310279846
1337,Q82Y41,193,5.256166458129883,5.262690188904886,0.9987603809951122,115,0.5958549222797928,0.007175469771027565,0.06529350578784943,0.12047737091779709,0.23530389368534088
1337,P32329,569,6.33652925491333,6.343880434126331,0.9988412172503354,338,0.5940246045694201,0.0022806385532021523,0.05896637961268425,0.11735543608665466,0.22853383421897888
1337,Q5ZZB6,459,6.122825622558594,6.129050210060545,0.9989844123822424,243,0.5294117647058824,0.00275429617613554,0.06082236394286156,0.11912083625793457,0.23123043775558472
1337,C5A6Q4,306,5.714632987976074,5.723585101952381,0.998435925417925,196,0.6405228758169934,0.005210935603827238,0.0646200105547905,0.12959183752536774,0.24153532087802887
1337,G0UZY5,867,6.759505271911621,6.7650389767805414,0.9991820143405066,391,0.45098039215686275,0.0015489860670641065,0.0606013685464859,0.11891237646341324,0.2285219430923462
