n_residues,n_pocket,roc_auc,mean_pctile,enrichment,enrich_top10,uniprot,scope,annot
255,18,0.43952180028129395,0.4435695538057743,0.9839982986450195,0.0,Q9X015,seed7,
255,18,0.3999062353492733,0.4066054243219598,0.9543192386627197,0.0,Q9X015,seed1337,
251,7,0.044496487119437926,0.055428571428571424,0.8286579847335815,0.0,Q8ZRM2,consensus,Binding site:8
251,7,0.0784543325526932,0.08857142857142859,0.8419569730758667,0.0,Q8ZRM2,seed42,
251,7,0.12587822014051525,0.13485714285714287,0.9067482948303223,0.0,Q8ZRM2,seed7,
251,7,0.02576112412177984,0.037142857142857144,0.7372686862945557,0.0,Q8ZRM2,seed1337,
150,11,0.5052321778940484,0.5045759609517998,0.9645652174949646,2.727272727272727,P0AFC0,consensus,Binding site:11
150,11,0.4650098103335513,0.4673581452104942,0.9482958912849426,0.9090909090909091,P0AFC0,seed42,
150,11,0.5101373446697188,0.5094569859670531,0.9805930852890015,2.727272727272727,P0AFC0,seed7,
150,11,0.4977109221713538,0.4978645515558267,0.9648066759109497,3.6363636363636362,P0AFC0,seed1337,
623,8,0.03577235772357723,0.0409967845659164,0.7744881510734558,0.0,Q9NQW7,consensus,Binding site:12
623,8,0.04999999999999999,0.05506430868167202,0.7890397310256958,0.0,Q9NQW7,seed42,
623,8,0.1298780487804878,0.1340434083601286,0.8528915047645569,0.0,Q9NQW7,seed7,
623,8,0.012804878048780485,0.018287781350482313,0.6815332770347595,0.0,Q9NQW7,seed1337,
837,7,0.5581755593803785,0.557758031442242,1.0324747562408447,1.4285714285714284,A0A2I6UI54,consensus,Active site:1;Binding site:6
837,7,0.6074010327022374,0.6066302118933697,1.0510140657424927,1.4285714285714284,A0A2I6UI54,seed42,
837,7,0.563855421686747,0.5633971291866029,1.0221571922302246,1.4285714285714284,A0A2I6UI54,seed7,
837,7,0.5196213425129087,0.5194805194805194,1.024253249168396,1.4285714285714284,A0A2I6UI54,seed1337,
267,4,0.021863117870722454,0.02725563909774436,0.7848689556121826,0.0,P80545,consensus,Active site:1;Binding site:3
267,4,0.020912547528517095,0.02631578947368421,0.7754772305488586,0.0,P80545,seed42,
267,4,0.03802281368821292,0.043233082706766915,0.8513534069061279,0.0,P80545,seed7,
267,4,0.026615969581749055,0.03195488721804511,0.7277764081954956,0.0,P80545,seed1337,
470,25,0.2973483146067416,0.3077185501066098,0.9410351514816284,0.7999999999999999,P39900,consensus,Active site:1;Binding site:25
470,25,0.4210337078651686,0.4250746268656716,0.9679293632507324,0.7999999999999999,P39900,seed42,
470,25,0.35262921348314613,0.3601705756929637,0.9635146856307983,0.7999999999999999,P39900,seed7,
470,25,0.2251685393258427,0.2392324093816631,0.8916614055633545,0.7999999999999999,P39900,seed1337,
511,5,0.141501976284585,0.14431372549019608,0.877133846282959,0.0,Q2I2N4,consensus,Active site:2;Binding site:3
511,5,0.1707509881422925,0.17333333333333334,0.9009559154510498,0.0,Q2I2N4,seed42,
511,5,0.1458498023715415,0.14862745098039215,0.8949289321899414,0.0,Q2I2N4,seed7,
511,5,0.15217391304347827,0.15490196078431373,0.8355168104171753,0.0,Q2I2N4,seed1337,
275,5,0.051111111111111114,0.05766423357664234,0.8508409857749939,0.0,Q81EK9,consensus,Active site:2;Binding site:3
275,5,0.07333333333333336,0.07956204379562046,0.8746824264526367,0.0,Q81EK9,seed42,
275,5,0.17111111111111116,0.1759124087591241,0.9039075970649719,0.0,Q81EK9,seed7,
275,5,0.02444444444444445,0.031386861313868614,0.7739328145980835,0.0,Q81EK9,seed1337,
247,1,0.004065040650406471,0.0040650406504065045,0.8170250654220581,0.0,Q8N1Q8,consensus,Active site:1
247,1,0.04065040650406504,0.04065040650406504,0.8675861954689026,0.0,Q8N1Q8,seed42,
247,1,0.004065040650406471,0.0040650406504065045,0.8040241003036499,0.0,Q8N1Q8,seed7,
247,1,0.012195121951219523,0.012195121951219513,0.7794650793075562,0.0,Q8N1Q8,seed1337,
313,7,0.10550887021475257,0.1130952380952381,0.8325791358947754,0.0,Q59514,consensus,Active site:4;Binding site:3
313,7,0.10084033613445377,0.1085164835164835,0.8210012316703796,0.0,Q59514,seed42,
313,7,0.1465919701213819,0.15338827838827837,0.891156017780304,0.0,Q59514,seed7,
313,7,0.08123249299719887,0.08928571428571429,0.7855798602104187,0.0,Q59514,seed1337,
481,1,0.0,0.0,0.7674070596694946,0.0,Q9YGA8,consensus,Active site:1
481,1,0.008333333333333304,0.008333333333333333,0.7802363038063049,0.0,Q9YGA8,seed42,
481,1,0.004166666666666652,0.004166666666666667,0.822506844997406,0.0,Q9YGA8,seed7,
481,1,0.0,0.0,0.6994779706001282,0.0,Q9YGA8,seed1337,
607,6,0.4315030504714365,0.43206820682068203,0.9863857626914978,0.0,Q7XJJ7,consensus,Active site:3;Binding site:4
607,6,0.4736550194120909,0.4738723872387238,0.9985451102256775,1.6666666666666665,Q7XJJ7,seed42,
607,6,0.4514697726012202,0.45187018701870185,0.9898014068603516,1.6666666666666665,Q7XJJ7,seed7,
607,6,0.418191902384914,0.41886688668866884,0.9708109498023987,0.0,Q7XJJ7,seed1337,
126,13,0.5867937372362151,0.5784615384615385,1.0145552158355713,1.5384615384615385,Q75UV1,consensus,Binding site:13
126,13,0.539142273655548,0.5353846153846153,1.0059380531311035,0.7692307692307693,Q75UV1,seed42,
126,13,0.6221919673247107,0.6104615384615385,1.017026662826538,2.3076923076923075,Q75UV1,seed7,
126,13,0.5711368277739959,0.5643076923076923,1.020701289176941,2.3076923076923075,Q75UV1,seed1337,
484,8,0.11265756302521009,0.1182712215320911,0.8427026271820068,0.0,Q2QMN7,consensus,Binding site:10
484,8,0.11764705882352941,0.12318840579710144,0.8377105593681335,0.0,Q2QMN7,seed42,
484,8,0.16832983193277312,0.1731366459627329,0.8982780575752258,0.0,Q2QMN7,seed7,
484,8,0.11580882352941176,0.1213768115942029,0.7921190857887268,0.0,Q2QMN7,seed1337,
314,6,0.1239177489177489,0.12992545260915866,0.8526754975318909,0.0,Q97VT7,consensus,Binding site:7
314,6,0.1304112554112554,0.13631522896698614,0.8566645979881287,0.0,Q97VT7,seed42,
314,6,0.24025974025974023,0.24440894568690097,0.917839527130127,0.0,Q97VT7,seed7,
314,6,0.062229437229437225,0.06922257720979764,0.7835226655006409,0.0,Q97VT7,seed1337,
699,20,0.09742268041237112,0.10838108882521491,0.8008465766906738,0.0,P48740,consensus,Active site:6;Binding site:14
699,20,0.12525773195876289,0.13545845272206306,0.8161903023719788,0.0,P48740,seed42,
699,20,0.10022091310751105,0.11110315186246418,0.8405720591545105,0.0,P48740,seed7,
699,20,0.08946980854197348,0.10064469914040115,0.745777428150177,0.0,P48740,seed1337,
298,3,0.2169491525423729,0.21885521885521886,0.9169567227363586,0.0,E2RV69,consensus,Active site:3
298,3,0.27796610169491526,0.27946127946127947,0.9312704205513,0.0,E2RV69,seed42,
298,3,0.2598870056497175,0.2615039281705948,0.9411668181419373,0.0,E2RV69,seed7,
298,3,0.176271186440678,0.17845117845117844,0.8784330487251282,0.0,E2RV69,seed1337,
226,3,0.034379671150971625,0.03851851851851852,0.819549560546875,0.0,Q81WT0,consensus,Binding site:3
226,3,0.05231689088191334,0.056296296296296296,0.8286164402961731,0.0,Q81WT0,seed42,
226,3,0.11360239162929744,0.11703703703703705,0.883450448513031,0.0,Q81WT0,seed7,
226,3,0.02541106128550078,0.02962962962962963,0.7465817928314209,0.0,Q81WT0,seed1337,
147,2,0.0034482758620689724,0.00684931506849315,0.7916009426116943,0.0,Q9CA40,consensus,Binding site:2
147,2,0.01379310344827589,0.017123287671232876,0.8146615028381348,0.0,Q9CA40,seed42,
147,2,0.010344827586206917,0.0136986301369863,0.8325862884521484,0.0,Q9CA40,seed7,
147,2,0.0034482758620689724,0.00684931506849315,0.7275552153587341,0.0,Q9CA40,seed1337,
567,3,0.25886524822695034,0.2597173144876325,0.9378213882446289,0.0,P23141,consensus,Active site:3
567,3,0.3321513002364066,0.3327444051825677,0.9461596012115479,0.0,P23141,seed42,
567,3,0.375886524822695,0.3763250883392226,0.969925582408905,0.0,P23141,seed7,
567,3,0.19385342789598106,0.19493521790341575,0.8973791599273682,0.0,P23141,seed1337,
313,10,0.13465346534653466,0.14519230769230768,0.8056344985961914,0.0,P45381,consensus,Active site:1;Binding site:9
313,10,0.12871287128712872,0.13942307692307693,0.7996073365211487,0.0,P45381,seed42,
313,10,0.1848184818481848,0.1939102564102564,0.8738125562667847,0.0,P45381,seed7,
313,10,0.1280528052805281,0.13878205128205126,0.7434833645820618,0.0,P45381,seed1337,
164,16,0.5810810810810811,0.5736196319018405,1.0026376247406006,1.25,Q8NFP7,consensus,Active site:1;Binding site:16
164,16,0.4995777027027027,0.49961656441717794,0.9893399477005005,0.0,Q8NFP7,seed42,
164,16,0.5967060810810811,0.5878067484662577,1.0069756507873535,3.125,Q8NFP7,seed7,
164,16,0.6085304054054054,0.598542944785276,1.0115967988967896,1.875,Q8NFP7,seed1337,
224,11,0.04780196329492103,0.06807990216061965,0.769433856010437,0.0,Q8JZL3,consensus,Binding site:12
224,11,0.07554417413572341,0.09457806767223809,0.7717545032501221,0.0,Q8JZL3,seed42,
224,11,0.01749893299189075,0.03913575214023644,0.8277550339698792,0.0,Q8JZL3,seed7,
224,11,0.04694835680751172,0.0672645739910314,0.7087919116020203,0.0,Q8JZL3,seed1337,
193,8,0.19729729729729728,0.20833333333333334,0.8800824880599976,0.0,Q82Y41,consensus,Binding site:8
193,8,0.21283783783783783,0.22330729166666669,0.886504590511322,0.0,Q82Y41,seed42,
193,8,0.2527027027027027,0.26171875,0.9323669075965881,0.0,Q82Y41,seed7,
193,8,0.17094594594594595,0.18294270833333334,0.8213759660720825,0.0,Q82Y41,seed1337,
569,2,0.013227513227513255,0.014084507042253521,0.7406267523765564,0.0,P32329,consensus,Active site:2
569,2,0.020282186948853642,0.02112676056338028,0.7695798873901367,0.0,P32329,seed42,
569,2,0.017636684303351025,0.018485915492957746,0.8072894811630249,0.0,P32329,seed7,
569,2,0.005291005291005346,0.006161971830985916,0.6450111269950867,0.0,P32329,seed1337,
459,5,0.3502202643171807,0.35152838427947597,0.8765709400177002,2.0,Q5ZZB6,consensus,Binding site:5
459,5,0.3550660792951542,0.3563318777292577,0.894471287727356,0.0,Q5ZZB6,seed42,
459,5,0.34273127753303967,0.34410480349344974,0.8988772034645081,2.0,Q5ZZB6,seed7,
459,5,0.34493392070484585,0.3462882096069869,0.8363640308380127,2.0,Q5ZZB6,seed1337,
306,9,0.5252525252525253,0.5245901639344263,1.0179933309555054,1.111111111111111,C5A6Q4,consensus,Active site:1;Binding site:8
306,9,0.5506921062476617,0.5493624772313297,1.0287830829620361,2.222222222222222,C5A6Q4,seed42,
306,9,0.5495697717919941,0.5482695810564663,1.0139096975326538,1.111111111111111,C5A6Q4,seed7,
306,9,0.5218855218855218,0.5213114754098361,1.0112870931625366,1.111111111111111,C5A6Q4,seed1337,
867,4,0.006373117033603687,0.008083140877598153,0.771496593952179,0.0,G0UZY5,consensus,Active site:1;Binding site:3
867,4,0.008400926998841263,0.01010392609699769,0.7977406978607178,0.0,G0UZY5,seed42,
867,4,0.06228273464658171,0.06379907621247113,0.8514123558998108,0.0,G0UZY5,seed7,
867,4,0.0043453070683661665,0.006062355658198614,0.665336549282074,0.0,G0UZY5,seed1337,
371,16,0.7565140845070422,0.7461148648648649,1.0829763412475586,1.875,A1SPN2,consensus,Active site:2;Binding site:15
371,16,0.6964788732394367,0.6885135135135135,1.0534110069274902,1.25,A1SPN2,seed42,
371,16,0.7584507042253521,0.7479729729729729,1.0669355392456055,2.5,A1SPN2,seed7,
371,16,0.7864436619718309,0.7748310810810811,1.1285823583602905,2.5,A1SPN2,seed1337,
723,4,0.34457579972183583,0.34522160664819945,0.9049718379974365,2.5,D2PPM7,consensus,Active site:3;Binding site:1
723,4,0.34561891515994436,0.3462603878116344,0.906516969203949,2.5,D2PPM7,seed42,
723,4,0.32858136300417246,0.32929362880886426,0.9124019742012024,2.5,D2PPM7,seed7,
723,4,0.34735744089012516,0.3479916897506925,0.8959965705871582,2.5,D2PPM7,seed1337,
295,7,0.279265873015873,0.28377065111758987,0.9396200180053711,0.0,Q2PYN0,consensus,Binding site:8
295,7,0.3125,0.3163265306122449,0.9460874199867249,0.0,Q2PYN0,seed42,
295,7,0.558531746031746,0.5573372206025268,1.006986141204834,0.0,Q2PYN0,seed7,
295,7,0.07986111111111109,0.08843537414965986,0.8657861351966858,0.0,Q2PYN0,seed1337,
91,2,0.02247191011235955,0.027777777777777776,0.8162039518356323,0.0,P84142,consensus,Active site:2
91,2,0.01685393258426965,0.022222222222222223,0.795110821723938,0.0,P84142,seed42,
91,2,0.07303370786516855,0.07777777777777778,0.8996957540512085,0.0,P84142,seed7,
91,2,0.02808988764044945,0.03333333333333333,0.7538056969642639,0.0,P84142,seed1337,
443,4,0.07517084282460137,0.07805429864253394,0.8604452610015869,0.0,P14384,consensus,Active site:1;Binding site:3
443,4,0.2010250569476082,0.20305429864253394,0.8950960636138916,0.0,P14384,seed42,
443,4,0.1406605922551253,0.1430995475113122,0.9171586632728577,0.0,P14384,seed7,
443,4,0.044419134396355336,0.04751131221719457,0.7690809369087219,0.0,P14384,seed1337,
614,3,0.08892525913802507,0.09026644915715061,0.8851377964019775,0.0,P21836,consensus,Active site:3
614,3,0.11238406983087833,0.11364872213159326,0.8915024995803833,0.0,P21836,seed42,
614,3,0.22913256955810146,0.2300163132137031,0.9369603991508484,0.0,P21836,seed7,
614,3,0.0741953082378614,0.07558455682436106,0.8269506096839905,0.0,P21836,seed1337,
389,5,0.027083333333333327,0.031958762886597936,0.8278046250343323,0.0,Q5L1H1,consensus,Binding site:5
389,5,0.033333333333333326,0.03814432989690721,0.8267160654067993,0.0,Q5L1H1,seed42,
389,5,0.09322916666666667,0.09742268041237112,0.9032964110374451,0.0,Q5L1H1,seed7,
389,5,0.02083333333333333,0.02577319587628866,0.753401517868042,0.0,Q5L1H1,seed1337,
467,2,0.02365591397849459,0.02467811158798283,0.8048244714736938,0.0,B3VPB3,consensus,Active site:2
467,2,0.03763440860215056,0.03862660944206009,0.8271323442459106,0.0,B3VPB3,seed42,
467,2,0.05376344086021506,0.05472103004291846,0.8794165849685669,0.0,B3VPB3,seed7,
467,2,0.008602150537634357,0.009656652360515022,0.7079244256019592,0.0,B3VPB3,seed1337,
248,19,0.2231670880257412,0.24334114638823778,0.9082008600234985,0.0,Q9FK35,consensus,Binding site:19
248,19,0.2886692714318547,0.304069891327509,0.9104348421096802,1.0526315789473684,Q9FK35,seed42,
248,19,0.2578717536198575,0.27551672704027275,0.9487100839614868,0.5263157894736842,Q9FK35,seed7,
248,19,0.18777292576419213,0.21052631578947367,0.8654574155807495,0.0,Q9FK35,seed1337,
333,14,0.4012539184952978,0.4051204819277108,0.9579890370368958,0.7142857142857142,P07711,consensus,Active site:3;Binding site:11
333,14,0.44648454993282577,0.4485800344234079,0.9675224423408508,0.7142857142857142,P07711,seed42,
333,14,0.39252127183161667,0.3967297762478486,0.9665308594703674,0.7142857142857142,P07711,seed7,
333,14,0.3862516793551276,0.39070567986230637,0.9399136304855347,1.4285714285714284,P07711,seed1337,
602,6,0.2628635346756152,0.2648363838047698,0.9095662832260132,0.0,P06276,consensus,Active site:3;Binding site:4
602,6,0.2505592841163311,0.2526344980587909,0.9121436476707458,0.0,P06276,seed42,
602,6,0.32186800894854584,0.3233499722684415,0.9537703990936279,0.0,P06276,seed7,
602,6,0.24916107382550334,0.2512479201331115,0.8627849817276001,0.0,P06276,seed1337,
378,2,0.0013297872340425343,0.002652519893899204,0.6917005777359009,0.0,A0A125SQG8,consensus,Active site:2
378,2,0.007978723404255317,0.009283819628647215,0.7158783078193665,0.0,A0A125SQG8,seed42,
378,2,0.0013297872340425343,0.002652519893899204,0.7551587820053101,0.0,A0A125SQG8,seed7,
378,2,0.0013297872340425343,0.002652519893899204,0.6040647029876709,0.0,A0A125SQG8,seed1337,
